Title,Rating,Genre,Description,Release year,Casts,Country
Pretty Sister Who Buys Me Food (2018),Three Stars,"Drama , Comedy , Drama , Romance , Korean | Episodes 16","The series explores the relationship of two people as they go from being “just acquaintances” to “a genuine couple”. Yoon Jin Ah (Son Ye Jin) is a single woman in her 30s who works as a store supervisor in a coffee shop. Despite being an easygoing person, she lives a rather empty life. She suddenly feels romantic feelings towards her best friend’s younger brother, Seo Joon Hee (Jung Hae In), a designer at a video game company, who has just returned from working abroad.",,"{'', 'Lee Hwa Ryong\nSupport Role', 'Lee Joo Young\nLee Ye Eun\nSupport Role', 'Support Role', 'Kil Hae Yeon\nKim Mi Yeon\nSupport Role', 'Park Hyeok Kwon\nNam Ho Gyun\nSupport Role', 'Jung Eugene\nKang Se Young\nSupport Role', 'Jang So Yeon\nSupport Role', 'Ahn Pan Seok\nDirector', 'Director', 'Seo Jung Yeon\nJung Young In\nSupport Role', 'Wi Ha Joon\nYoon Seung Ho\nSupport Role', 'Son Ye Jin\nYoon Jin Ah\nMain Role', 'Jung Hae In\nSeo Joon Hee\nMain Role'}",Korean
A Korean Odyssey (2017),Three & Half Stars,"Drama , Comedy , Fantasy , Romance , Korean | Episode 20",his Hong sisters drama is a reinterpretation of classic chinese novel “Journey to the West” into the present days with a romantic-fantasy twist. The story depicts the journey of seeking true light in the dark world of 2017 where the evil gods are widespread.,,"{'', 'Jung Jae Won\nA mysterious youth\nSupport Role', 'Alice\nSupport Role', 'Kal So Won\nJin Sun Mi (young)\nSupport Role', 'Jang Gwang\nYoon Dae Sik\nSupport Role', 'Song Jong Ho\nKang Dae Sung\nSupport Role', 'Lee Hong Ki\nP.K\nSupport Role', 'Lee Seung Gi\nSon O Gong\nMain Role', 'Hong Jung Eun\nScreenwriter', 'Kim Jee Soo\nNa Chal-Nyeo (special appearance)\nGuest Role', 'Kim Sung Oh\nLee Han Joo\nSupport Role', 'Sung Hyuk\nGeneral Dong\nSupport Role', 'Lee Se Young\nBong Soon\nSupport Role', 'Lee El\nMa Ji Young\nSupport Role', 'Yoon Bora\nAlice\nSupport Role', 'Cha Seung Won\nKing Wooma\nMain Role', 'Sung Ji Ru\nSoobori\nSupport Role', 'Oh Yeon Seo\nJin Sun Mi\nMain Role', 'Hong Mi Ran\nScreenwriter', 'Screenwriter'}",Korean
Creaking Heroes (2018),Three Stars,"Drama , Drama , Korean | Episodes 10","The program shows ordinary people without special talents transform into “heroes” through various missions and training, under the slogan “everyone can be a hero.”",,not available,Korean
Idol Rebooting Project 'The Unit' (2017),Three & Half Stars,"Drama , Kshow , Korean | Episodes 100","Witness the birth of the best idol group! In this program, K-pop singers who already debuted will get a chance to have their talent and potential re-evaluated. Top K-pop singers including Rain, Hwang Chi-yeol, Kim Hyun-a, Lee Tae-min, San E, Jo Hyun-ah appear as judges.",,not available,Korean
Short (2018),Two & Half Stars,"Drama , Friendship , Romance , Korean | Episodes 4","A sports web-drama about legendary short track athlete, Son Seung Tae. As a rookie he rose to the top of his field and later became a coach at the Kangbaek University. ""Short"" is supported by the Ministry of Science and ICT and the Korea Radio Promotion Association. With the help of the Pyeongchang Committee, it will be released in January of 2018.",,"{'', 'Park So Eun\nMaeng Man Hee\nSupport Role', 'Kim Do Yeon\nYoo Ji Na\nMain Role', 'Hong Seo Joon\n[Purser]\nSupport Role', 'Support Role', 'Kang Tae Oh\nKang Ho Yeong\nMain Role', ""Park Jun Myun\n[Man Bok's mother]\nSupport Role"", 'Yoo Ha Joon\nSon Seung Tae\nMain Role', 'Yeo Hwi Hyung\nPark Eun-ho\nMain Role', ""Min Kyung Jin\n[Ho Yeong's grandfather]\nSupport Role"", 'Noh Jong Hyun\nMaeng Man Bok\nMain Role', ""Yoo Ha Bok\n[Eun Ho's father]\nSupport Role""}",Korean
My Man’s Secret (2017),Three & Half Stars,"Drama , Comedy , Drama , Romance , Korean | Episodes 100+","This drama is about a man who wears a mask he wishes he could shed, and about a woman who has left his beloved brother in order to find happiness.",,"{'Lee Hwi Hyang\nSupporting Role', 'Sa Mi Ja\nSupporting Role', 'Park Jung Ah\nJin Hae Rim\nMain Role', 'Kim Da Hyun\nKang In Wook\nMain Role', 'Yoon Joo Sang\nSupporting Role', 'Choi Dae Chul\nSupporting Role', 'Jung Han Yong\nSupporting Role', 'Song Chang Eui\nKang Jae Wook / Han Ji Sub\nMain Role'}",Korean
TV Novel: Dal Soon's Spring (2017),Three Stars,"Drama , Family , Melodrama , Korean | Episodes 130","Eun Sol is the only daughter of a CEO for a shoemaking company. She lives a happy life, but an unexpected incident causes her to lose her memory and she begins to live under the name of Dal Soon. She has a bright personality and takes an interest in shoes. Dal Soon reveals her past and succeeds as a shoe master.",,"{'Choi Chul Ho\nLee Jae Ha\nSupporting Role', 'Jo Eun Sook\nSuh Mi Ryung\nSupporting Role', '', 'Supporting Role', 'Hong Ah Reum\nGo Dal Soon / Eun Sol\nMain Role', 'Kang Da Bin\nSuh Hyun Do\nMain Role', 'Choi Jae Sung\nJung Sun Ki\nSupporting Role', 'Im Ho\nHan Tae Sung\nSupporting Role', 'Baek Do Hwan\nSupporting Role', 'Suh Hyun Do\nMain Role', 'Song Won Seok\nJung Yoon Jae\nMain Role', 'Jung Young Sook\nGeum Sun\nSupporting Role', 'Yoon Da Young\nHan Hong Joo\nMain Role', 'Yoo Ji Yeon\nSupporting Role', 'Kim Young Ok\nBoon Yi\nSupporting Role', 'Kim Min Hee\nHan Tae Sook\nSupporting Role'}",Korean
Black Knight (2017),Three Stars,"Drama , Drama , Fantasy , Historical , Romance , Korean | Episodes 20",About one man and two women in a love story that spans two hundred years. The man is described as a self-made entrepreneur who willingly accepts a dangerous fate for his love.,,"{'Shin So Yool\nKim Young Mi\nSupport Role', 'Jang Mi Hee\nJang Baek Hee\nSupport Role', 'Kim In Young\nScreenwriter', 'Han Ji Sun\nKang Joo Hee\nSupport Role', 'Seo Ji Hye\nMain Role', 'Shin Se Kyung\nJung Hae Ra\nMain Role', 'Kim Hyun Joon\nChoi Ji Hoon\nSupport Role', 'Kim Rae Won\nMoon Soo Ho\nMain Role'}",Korean
My First Love (2018),Three Stars,"Drama , Comedy , Drama , Romance , Korean | Episodes 10","This is a pre-produced drama.Filming began 2017-August and finished 2017-Oct-25. It’s based on the webcomic series “Aeganjang” by Kim Hee Ran & Kim Byung Kwan which was first published on 2015-August-8 via comic.bomtoon.com/webcomic. The story of a man who cannot forget his first love from 10 years ago and is given the chance to redo history as he returns to the past. Kang Shin Woo (Lee Jung Shin) is a math teacher with a good looking appearance. He has not forgotten his first love Han Ji Soo (Lee Yul Eum) for the past 10 years. By an accident, he travels to the past when he was a high school student. There, he meets his younger self (Seo Ji Hoon). Kang Shin Woo struggles to make the younger Kang Shin Woo’s love come true.",,"{'Lee Yeol Eum\nHan Ji Soo\nMain Role', 'Lee Jung Shin\nKang Shin Woo\nMain Role', 'Lee Sang\nUnknown', 'Seo Ji Hoon\nKang Shin Woo [Young]\nMain Role', 'Do Hee\nUnknown', 'Lee Joo Hyung\nChoo Geun Deok\nUnknown', 'Jo Seung Hee\nBaek Na Hee\nUnknown', 'Song Ji Hyun\nKang Shin Hee\nSupport Role'}",Korean
tvN Drama Stage (Season 2) (2018),Three Stars,"Drama , Drama , Korean | Episodes 10+","Drama Stage is an anthology series that features different stories, cast members and production teams each week, and is presented single episodes by tvN.",,not available,Korean
Bravo My Life (2017),Three Stars,"Drama , Drama , Family , Korean | Episodes 120","The story is set in the world of television drama production, and revolves around three main characters: a haughty drama PD, an assistant director who's still waiting to catch her big break, and a frustrated actor who still hasn't debuted after seven years in the industry.",,"{'Kim Ki Ri\nSupport Role', 'Do Ji Won\nSong Mi Ja\nSupport Role', 'Kim Noo Ri\nSupport Role', 'Jung Yoo Mi\nHa Do Na\nMain Role', 'Hyun Woo\nKim Bum Woo\nMain Role', 'Kang Sung Min\nSupport Role', 'Yeon Jung Hoon\nShin Dong Woo\nMain Role', 'Kwon Oh Jung\nSupport Role'}",Korean
Money Flower (2017),Three Stars,"Drama , Drama , Law , Melodrama , Romance , Korean | Episodes 24","Kang Pil Joo grew up at an orphanage, but he now works as a managing director of a legal team at a corporation. He is acknowledged for his intelligence and his exemplary job performance. Some of those that work around him are jealous of him. Na Mo Hyun is an environmental activist and a science teacher at a middle school.She is a good listener and laughs a lot. She dreams of a love driven by fate.",,"{'', 'Support Role', 'Park Se Young\nNa Mo Hyun\nMain Role', 'Kim Ji Min\nNa Mo Hyun [Young]\nGuest Role', 'Lee Soon Jae\nJang Gook Hwan\nSupport Role', 'Park Ji Il\nNa Gi Cheol\nSupport Role', 'Hong Gyung Yun\nLee Cheon Daek [Woman from Incheon]\nSupport Role', 'Han So Hee\nMain Role', 'Chae Sang Woo\nJang Boo Cheon [Young]\nGuest Role', 'Jang Hyuk\nKang Pil Joo\nMain Role', 'Lee Mi Sook\nJung Mal Ran\nSupport Role', 'Jo Byung Kyoo\nKang Pil Joo [Young]\nGuest Role', 'Lee Myung Hee\nScreenwriter', 'Yoo Hyun Joo\nJong Hee\nSupport Role', 'Jang Seung Jo\nMain Role', 'Park Seon Woo\nBae Kwang Choon\nSupport Role', 'Lee Hang Na\nHan Eun Shim\nSupport Role', 'Kang Sung\nJang Yeo Cheon\nSupport Role', 'Sun Woo Jae Duk\nJang Seong Man\nSupport Role', 'Chu Kwi Jung\nJeom Seon\nSupport Role'}",Korean
Just Between Lovers (2017),Three & Half Stars,"Drama , Comedy , Drama , Romance , Korean | Episode 16","Lee Kang Doo (Lee Joon Ho) grows up in a rich family and dreams of becoming a professional soccer player some day. But his life trajectory changes when a bad car accident kills his father and breaks his leg, ending his hopes of an athletic career. Kang Doo also loses his mother to cancer, saddling him with all of her debt. Kang Doo now lives out of cheap motels and tries to make money to pay back the debt. The winds of misfortune seem to shift when Ha Moon Soo (Won Jin Ah) finds him in an alley at the lowest point in his life. Moon Soo also harbors a lot of heartache and guilt over surviving a car accident that claimed the life of her younger sibling. After coming into each other’s lives, can Kang Doo and Moon Soo help each other overcome their respective hardships and find something to live for?",,"{'', 'Kim Jin Won\nDirector', 'Support Role', 'Yoon Se Ah\nSupport Role', 'Lee Ki Woo\nMain Role', 'Yoo Bo Ra\nScreenwriter', 'Kim Min Kyu\nSupport Role', 'Won Jin Ah\nHa Moon Soo\nMain Role', 'Lee Jun Ho\nLee Kang Doo\nMain Role', 'Tae In Ho\nSupport Role', 'Park Hee Bon\nSupport Role', 'Kang Han Na\nMain Role', 'Na Moon Hee\nSupport Role'}",Korean
Part Time Idol (2017),Three & Half Stars,"Drama , Drama , Korean | Episodes 5","The storyline takes place at an entertainment agency. After creating a bunch of famous idols, a producer begins to question the whole process of making a star, so he goes on a break for a few years. Once he returns to the company, he gathers some trainees left on the back burner and tries to launch a co-ed idol group. The trainees undergo some peculiar training to debut in this group.",,"{'', 'Guest Role', 'Kwon Hyun Bin\nKim Hyun Bin\nMain Role', 'Lee Yoo Kyung\nHerself\nGuest Role', 'Kang Seung Yoon\nHimself\nGuest Role', 'Kang Sung Jin\nSupport Role', 'Kim So Hee\nHerself\nGuest Role', 'Joo Woo Jae\nHimself\nGuest Role', 'Ha Ha\nLee Chan Hyuk\nSupport Role', 'Lee Soo Hyun\nLee Soo Hyun\nMain Role', 'Hwang Seung Eon\nSoo Ah\nMain Role', 'Kim Hee Jung\nKim Hee Jung\nMain Role', 'Kwon Young Deuk\nHimself - Dance instructor\nSupport Role', 'Lee Seung Hoon\nHimself\nGuest Role', 'Kim Min Kyo\nJeong Tae Kyung\nMain Role', 'Bella\nHerself\nGuest Role', 'Yang Hye Sung\nHerself\nGuest Role', 'Karin\nHerself\nGuest Role', 'Kim Ji Soo\nGuest Role'}",Korean
Doubtful Victory (2017),Three & Half Stars,"Drama , Drama , Korean | Episodes 40","Oh Il Seung (Yoon Kyun Sang) was wrongly accused of a crime and imprisoned, and has spent ten years on death row. He manages to break out of prison and somehow becomes a fake cop, then sets out to find a hidden stash of 100 billion won (nearly 100 million dollars) on behalf of criminals who will supply him with a new identity upon receipt. He has three days to find the cash and begin his new life. Meanwhile, Jin Jin Young (Jung Hye Sung) is a detective. She became a detective to reveal the truth behind her father’s death.",,"{'Choi Won Young\nJang Pil Sung\nSupport Role', 'Kim Da Ye\nCha Eun Bi\nSupport Role', '', 'Kim Hee Won\nPark Soo Chil\nSupport Role', 'Support Role', 'Kang Shin Hyo\nKwon Dae Woong\nSupport Role', 'Jang Hyun Sung\nKang Cheol Ki\nMain Role', 'Jung Hye Sung\nJin Jin Young\nMain Role', 'Yoon Yoo Sun\nKook Soo-Ran\nSupport Role', 'Yoon Gyun Sang\nIl Seung\nMain Role', 'Oh Seung Hoon\nKi Myeon Joong\nSupport Role', 'Jun Gook Hwan\nLee Gwang Ho\nSupport Role', 'Yoon Na Moo\nSong Gil Choon\nSupport Role', 'Jun Sung Woo\nDdakji\nSupport Role'}",Korean
Our Baseball Diaries (2017),Three Stars,"Drama , Game-Show , Kshow , Korean | Episode 100+",Ordinary high school students who love baseball train with Korea’s legendary baseball coach. The program features how students grow and solidify their teamwork through the training and get closer to their dream.,,not available,Korean
Love Of All (2017),Three Stars,"Drama , Drama , Korean | Episodes 20","Wake up your instinct for romance! At Bar MODU, Shin Dong-yup, a witty owner with much life wisdom and two bartenders, Sung Si-kyung and Microdot, are always ready to listen to your love stories and to share their insights. Here at Bar MODU, your story is our story.",,not available,Korean
Jugglers (2017),Three & Half Stars,"Drama , Comedy , Drama , Romance , Korean | Episodes 16","This drama revolves around an uptight, do-it-himself former-boxer boss and his supportive, versatile, ever-solo secretary. Jwa Yoon Yi (Baek Jin Hee) has lived her life with a passive attitude. She has a spirit of devotion and obedience. Meanwhile, Nam Chi Won (Choi Daniel) is the director of HB Company, but he refuses interests of other people and developing relationships. The woman and man meet as secretary and boss.",,"{'Choi Daniel\nNam Chi Won\nMain Role', 'Kim Gi Bang\nPark Chi Soo\nSupport Role', 'Kang Hye Jung\nWang Jung Ae\nMain Role', 'Jung Soo Young\nSupport Role', 'Kim Chang Wan\nSupport Role', 'Hong Kyung\nJwa Tae-Yi\nSupport Role', 'Lee Won Geun\nYool Hwang Bo\nMain Role', 'Cha Soon Bae\nSupport Role', 'Baek Jin Hee\nJwa Yoon Yi\nMain Role'}",Korean
Untouchable (2017),Three Stars,"Drama , Action , Melodrama , Mystery , Thriller , Korean | Episodes 16","The city of Bukcheon has been dominated by the Jang family for 3 generations. Jang Joon Seo is the second son of family leader Jang Beom Ho. A woman who Jang Joon Seo loves dies. After that, he tries to reveal the truth about her death and a secret from his family.",,"{'', 'Support Role', 'Park Won Sang\nGo Soo Chang\nSupport Role', 'Kim Sung Kyun\nJang Ki Seo\nMain Role', 'Park Geun Hyung\nJang Beom Ho\nSupport Role', 'Go Joon Hee\nGoo Ja Kyung\nMain Role', 'Bae Yoo Ram\nChoi Jae Ho\nSupport Role', 'Shin Jung Keun\nYong Hak Soo\nSupport Role', 'Jin Goo\nJang Joon Seo\nMain Role', 'Ye Soo Jung\nMadam Park\nSupport Role', 'Jung Eun Ji\nSeo Yi Ra\nMain Role', 'Son Jong Hak\nJang Beom Sik\nSupport Role', 'Choi Jong Won\nGoo Yong Chan\nSupport Role', 'Jin Kyung\nJung Yoon Mi\nSupport Role'}",Korean
Wise Prison Life (2017),Three & Half Stars,"Drama , Comedy , Korean | Episodes 16","The new project will be another collaboration with writer Lee Woo-jung of the Answer Me franchise, but she’ll only be involved at the creator level. PD Shin will co-direct with a junior PD from the Answer Me series, and one of the franchise’s junior writers, Jung Bo-hoon, will pen the script. The focus seems to be on everyday life within prison walls.",,"{'', 'Sung Dong Il\nGuest Role', 'Support Role', 'Im Hwa Young\nSupport Role', 'Shin Won Ho\nDirector', 'Park Hae Soo\nMain Role', 'Krystal\nMain Role', 'Choi Moo Sung\nSupporting Role', 'Jung Kyung Ho\nMain Role', 'Lee Kyu Hyung\nSupporting Role', 'Kim Tae Han\nSupporting Role', 'Director', 'Kang Seung Yoon\nSupporting Role', 'Jung Woong In\nSupport Role', 'Yoo Jae Myung\nGuest Role'}",Korean
Rude Miss Young Ae (Season 16) (2017),Three Stars,"Drama , Comedy , Drama , Romance , Korean | Episode 16","The sixteenth season of the realistic drama about the thrills and sadness of working women in their 30s, centered around a single woman named Lee Young Ae (Kim Hyun Sook).",,"{'', 'Kim Jung Ha\nKim Jung Ha\nSupport Role', 'Song Min Hyung\nLee Gwi Hyun\nSupport Role', 'Support Role', 'Lee Soo Min\nSupport Role', ""Son Soo Hyun\nGyu Han's assistant\nSupport Role"", 'Ra Mi Ran\nRa Mi Ran\nSupport Role', 'Jung Ji Soon\nSupport Role', 'Jung Da Hye\nLee Young Chae\nSupport Role', 'Kim Hyun Sook\nLee Young Ae\nMain Role', 'Lee Kyu Han\nLee Gyu Han\nSupport Role', 'Lee Seung Joon\nLee Seung Joon\nMain Role', 'Go Se Won\nLee Hyeok Gyu\nSupport Role'}",Korean
